Location,x,t,nFx
United Kingdom,50,2076,0
United Kingdom,10,2077,0
United Kingdom,15,2077,0.006
United Kingdom,20,2077,0.037
United Kingdom,25,2077,0.092
United Kingdom,30,2077,0.111
United Kingdom,35,2077,0.07
United Kingdom,40,2077,0.019
United Kingdom,45,2077,0.001
United Kingdom,50,2077,0
United Kingdom,10,2078,0
United Kingdom,15,2078,0.005
United Kingdom,20,2078,0.037
United Kingdom,25,2078,0.092
United Kingdom,30,2078,0.11
United Kingdom,35,2078,0.07
United Kingdom,40,2078,0.019
United Kingdom,45,2078,0.001
United Kingdom,50,2078,0
United Kingdom,10,2079,0
United Kingdom,15,2079,0.005
United Kingdom,20,2079,0.037
United Kingdom,25,2079,0.092
United Kingdom,30,2079,0.11
United Kingdom,35,2079,0.07
United Kingdom,40,2079,0.019
United Kingdom,45,2079,0.001
United Kingdom,50,2079,0
United Kingdom,10,2080,0
United Kingdom,15,2080,0.005
United Kingdom,20,2080,0.037
United Kingdom,25,2080,0.092
United Kingdom,30,2080,0.111
United Kingdom,35,2080,0.07
United Kingdom,40,2080,0.019
United Kingdom,45,2080,0.001
United Kingdom,50,2080,0
United Kingdom,10,2081,0
United Kingdom,15,2081,0.005
United Kingdom,20,2081,0.037
United Kingdom,25,2081,0.092
United Kingdom,30,2081,0.11
United Kingdom,35,2081,0.069
United Kingdom,40,2081,0.019
United Kingdom,45,2081,0.001
United Kingdom,50,2081,0
United Kingdom,10,2082,0
United Kingdom,15,2082,0.005
United Kingdom,20,2082,0.037
United Kingdom,25,2082,0.091
United Kingdom,30,2082,0.11
United Kingdom,35,2082,0.069
United Kingdom,40,2082,0.019
United Kingdom,45,2082,0.001
United Kingdom,50,2082,0
United Kingdom,10,2083,0
United Kingdom,15,2083,0.005
United Kingdom,20,2083,0.037
United Kingdom,25,2083,0.092
United Kingdom,30,2083,0.111
United Kingdom,35,2083,0.07
United Kingdom,40,2083,0.019
United Kingdom,45,2083,0.001
United Kingdom,50,2083,0
United Kingdom,10,2084,0
United Kingdom,15,2084,0.005
United Kingdom,20,2084,0.037
United Kingdom,25,2084,0.092
United Kingdom,30,2084,0.11
United Kingdom,35,2084,0.069
United Kingdom,40,2084,0.019
United Kingdom,45,2084,0.001
United Kingdom,50,2084,0
United Kingdom,10,2085,0
United Kingdom,15,2085,0.005
United Kingdom,20,2085,0.037
United Kingdom,25,2085,0.092
United Kingdom,30,2085,0.111
United Kingdom,35,2085,0.069
United Kingdom,40,2085,0.019
United Kingdom,45,2085,0.001
United Kingdom,50,2085,0
United Kingdom,10,2086,0
United Kingdom,15,2086,0.005
United Kingdom,20,2086,0.037
United Kingdom,25,2086,0.092
United Kingdom,30,2086,0.11
United Kingdom,35,2086,0.069
United Kingdom,40,2086,0.019
United Kingdom,45,2086,0.001
United Kingdom,50,2086,0
United Kingdom,10,2087,0
United Kingdom,15,2087,0.005
United Kingdom,20,2087,0.037
United Kingdom,25,2087,0.092
United Kingdom,30,2087,0.11
United Kingdom,35,2087,0.069
United Kingdom,40,2087,0.019
United Kingdom,45,2087,0.001
United Kingdom,50,2087,0
United Kingdom,10,2088,0
United Kingdom,15,2088,0.005
United Kingdom,20,2088,0.037
United Kingdom,25,2088,0.092
United Kingdom,30,2088,0.111
United Kingdom,35,2088,0.069
United Kingdom,40,2088,0.019
United Kingdom,45,2088,0.001
United Kingdom,50,2088,0
United Kingdom,10,2089,0
United Kingdom,15,2089,0.005
United Kingdom,20,2089,0.037
United Kingdom,25,2089,0.092
United Kingdom,30,2089,0.111
United Kingdom,35,2089,0.069
United Kingdom,40,2089,0.019
United Kingdom,45,2089,0.001
United Kingdom,50,2089,0
United Kingdom,10,2090,0
United Kingdom,15,2090,0.005
United Kingdom,20,2090,0.037
United Kingdom,25,2090,0.092
United Kingdom,30,2090,0.111
United Kingdom,35,2090,0.07
United Kingdom,40,2090,0.019
United Kingdom,45,2090,0.001
United Kingdom,50,2090,0
United Kingdom,10,2091,0
United Kingdom,15,2091,0.005
United Kingdom,20,2091,0.037
United Kingdom,25,2091,0.092
United Kingdom,30,2091,0.111
United Kingdom,35,2091,0.069
United Kingdom,40,2091,0.019
United Kingdom,45,2091,0.001
United Kingdom,50,2091,0
United Kingdom,10,2092,0
United Kingdom,15,2092,0.005
United Kingdom,20,2092,0.037
United Kingdom,25,2092,0.092
United Kingdom,30,2092,0.11
United Kingdom,35,2092,0.069
United Kingdom,40,2092,0.018
United Kingdom,45,2092,0.001
United Kingdom,50,2092,0
United Kingdom,10,2093,0
United Kingdom,15,2093,0.006
United Kingdom,20,2093,0.037
United Kingdom,25,2093,0.092
United Kingdom,30,2093,0.111
United Kingdom,35,2093,0.07
United Kingdom,40,2093,0.019
United Kingdom,45,2093,0.001
United Kingdom,50,2093,0
United Kingdom,10,2094,0
United Kingdom,15,2094,0.006
United Kingdom,20,2094,0.037
United Kingdom,25,2094,0.092
United Kingdom,30,2094,0.111
United Kingdom,35,2094,0.07
United Kingdom,40,2094,0.019
United Kingdom,45,2094,0.001
United Kingdom,50,2094,0
United Kingdom,10,2095,0
United Kingdom,15,2095,0.006
United Kingdom,20,2095,0.037
United Kingdom,25,2095,0.092
United Kingdom,30,2095,0.111
United Kingdom,35,2095,0.07
United Kingdom,40,2095,0.019
United Kingdom,45,2095,0.001
United Kingdom,50,2095,0
United Kingdom,10,2096,0
United Kingdom,15,2096,0.006
United Kingdom,20,2096,0.037
United Kingdom,25,2096,0.092
United Kingdom,30,2096,0.111
United Kingdom,35,2096,0.07
United Kingdom,40,2096,0.019
United Kingdom,45,2096,0.001
United Kingdom,50,2096,0
United Kingdom,10,2097,0
United Kingdom,15,2097,0.006
United Kingdom,20,2097,0.037
United Kingdom,25,2097,0.092
United Kingdom,30,2097,0.11
United Kingdom,35,2097,0.069
United Kingdom,40,2097,0.018
United Kingdom,45,2097,0.001
United Kingdom,50,2097,0
United Kingdom,10,2098,0
United Kingdom,15,2098,0.006
United Kingdom,20,2098,0.037
United Kingdom,25,2098,0.092
United Kingdom,30,2098,0.111
United Kingdom,35,2098,0.07
United Kingdom,40,2098,0.019
United Kingdom,45,2098,0.001
United Kingdom,50,2098,0
United Kingdom,10,2099,0
United Kingdom,15,2099,0.006
United Kingdom,20,2099,0.037
United Kingdom,25,2099,0.092
United Kingdom,30,2099,0.111
United Kingdom,35,2099,0.07
United Kingdom,40,2099,0.019
United Kingdom,45,2099,0.001
United Kingdom,50,2099,0
United Kingdom,10,2100,0
United Kingdom,15,2100,0.005
United Kingdom,20,2100,0.037
United Kingdom,25,2100,0.091
United Kingdom,30,2100,0.11
United Kingdom,35,2100,0.069
United Kingdom,40,2100,0.018
United Kingdom,45,2100,0.001
United Kingdom,50,2100,0
Italy,10,1950,0
Italy,15,1950,0.018
Italy,20,1950,0.108
Italy,25,1950,0.149
Italy,30,1950,0.119
Italy,35,1950,0.078
Italy,40,1950,0.032
Italy,45,1950,0.003
Italy,50,1950,0
Italy,10,1951,0
Italy,15,1951,0.016
Italy,20,1951,0.103
Italy,25,1951,0.14
Italy,30,1951,0.115
Italy,35,1951,0.071
Italy,40,1951,0.029
Italy,45,1951,0.003
Italy,50,1951,0
Italy,10,1952,0
Italy,15,1952,0.016
Italy,20,1952,0.099
Italy,25,1952,0.137
Italy,30,1952,0.113
Italy,35,1952,0.067
Italy,40,1952,0.027
Italy,45,1952,0.003
Italy,50,1952,0
Italy,10,1953,0
Italy,15,1953,0.016
Italy,20,1953,0.099
Italy,25,1953,0.136
Italy,30,1953,0.111
Italy,35,1953,0.064
Italy,40,1953,0.025
Italy,45,1953,0.003
Italy,50,1953,0
Italy,10,1954,0
Italy,15,1954,0.016
Italy,20,1954,0.104
Italy,25,1954,0.14
Italy,30,1954,0.112
Italy,35,1954,0.064
Italy,40,1954,0.025
Italy,45,1954,0.003
Italy,50,1954,0
Italy,10,1955,0
Italy,15,1955,0.016
Italy,20,1955,0.104
Italy,25,1955,0.142
Italy,30,1955,0.108
Italy,35,1955,0.067
Italy,40,1955,0.025
Italy,45,1955,0.002
Italy,50,1955,0
Italy,10,1956,0
Italy,15,1956,0.017
Italy,20,1956,0.105
Italy,25,1956,0.144
Italy,30,1956,0.106
Italy,35,1956,0.069
Italy,40,1956,0.023
Italy,45,1956,0.002
Italy,50,1956,0
Italy,10,1957,0
Italy,15,1957,0.018
Italy,20,1957,0.105
Italy,25,1957,0.146
Italy,30,1957,0.106
Italy,35,1957,0.069
Italy,40,1957,0.021
Italy,45,1957,0.002
Italy,50,1957,0
Italy,10,1958,0
Italy,15,1958,0.019
Italy,20,1958,0.104
Italy,25,1958,0.147
Italy,30,1958,0.106
Italy,35,1958,0.065
Italy,40,1958,0.019
Italy,45,1958,0.002
Italy,50,1958,0
Italy,10,1959,0
Italy,15,1959,0.02
Italy,20,1959,0.108
Italy,25,1959,0.154
Italy,30,1959,0.109
Italy,35,1959,0.064
Italy,40,1959,0.019
Italy,45,1959,0.002
Italy,50,1959,0
Italy,10,1960,0
Italy,15,1960,0.02
Italy,20,1960,0.108
Italy,25,1960,0.153
Italy,30,1960,0.11
Italy,35,1960,0.061
Italy,40,1960,0.022
Italy,45,1960,0.002
Italy,50,1960,0
Italy,10,1961,0
Italy,15,1961,0.019
Italy,20,1961,0.112
Italy,25,1961,0.156
Italy,30,1961,0.112
Italy,35,1961,0.061
Italy,40,1961,0.024
Italy,45,1961,0.002
Italy,50,1961,0
Italy,10,1962,0
Italy,15,1962,0.019
Italy,20,1962,0.116
Italy,25,1962,0.158
Italy,30,1962,0.113
Italy,35,1962,0.061
Italy,40,1962,0.024
Italy,45,1962,0.002
Italy,50,1962,0
Italy,10,1963,0
Italy,15,1963,0.02
Italy,20,1963,0.123
Italy,25,1963,0.163
Italy,30,1963,0.114
Italy,35,1963,0.061
Italy,40,1963,0.022
Italy,45,1963,0.001
Italy,50,1963,0
Italy,10,1964,0
Italy,15,1964,0.023
Italy,20,1964,0.133
Italy,25,1964,0.17
Italy,30,1964,0.12
Italy,35,1964,0.064
Italy,40,1964,0.021
Italy,45,1964,0.001
Italy,50,1964,0
Italy,10,1965,0
Italy,15,1965,0.025
Italy,20,1965,0.133
Italy,25,1965,0.166
Italy,30,1965,0.116
Italy,35,1965,0.061
Italy,40,1965,0.019
Italy,45,1965,0.002
Italy,50,1965,0
Italy,10,1966,0
Italy,15,1966,0.026
Italy,20,1966,0.13
Italy,25,1966,0.163
Italy,30,1966,0.115
Italy,35,1966,0.061
Italy,40,1966,0.019
Italy,45,1966,0.002
Italy,50,1966,0
Italy,10,1967,0
Italy,15,1967,0.027
Italy,20,1967,0.128
Italy,25,1967,0.158
Italy,30,1967,0.11
Italy,35,1967,0.058
Italy,40,1967,0.018
Italy,45,1967,0.002
Italy,50,1967,0
Italy,10,1968,0
Italy,15,1968,0.027
Italy,20,1968,0.128
Italy,25,1968,0.157
Italy,30,1968,0.108
Italy,35,1968,0.057
Italy,40,1968,0.017
Italy,45,1968,0.002
Italy,50,1968,0
Italy,10,1969,0
Italy,15,1969,0.027
Italy,20,1969,0.128
Italy,25,1969,0.156
Italy,30,1969,0.106
Italy,35,1969,0.056
Italy,40,1969,0.017
Italy,45,1969,0.001
Italy,50,1969,0
Italy,10,1970,0
Italy,15,1970,0.027
Italy,20,1970,0.129
Italy,25,1970,0.151
Italy,30,1970,0.1
Italy,35,1970,0.052
Italy,40,1970,0.016
Italy,45,1970,0.001
Italy,50,1970,0
Italy,10,1971,0
Italy,15,1971,0.027
Italy,20,1971,0.132
Italy,25,1971,0.154
Italy,30,1971,0.098
Italy,35,1971,0.051
Italy,40,1971,0.016
Italy,45,1971,0.001
Italy,50,1971,0
Italy,10,1972,0
Italy,15,1972,0.029
Italy,20,1972,0.133
Italy,25,1972,0.152
Italy,30,1972,0.093
Italy,35,1972,0.047
Italy,40,1972,0.015
Italy,45,1972,0.001
Italy,50,1972,0
Italy,10,1973,0
Italy,15,1973,0.03
Italy,20,1973,0.132
Italy,25,1973,0.15
Italy,30,1973,0.09
Italy,35,1973,0.045
Italy,40,1973,0.014
Italy,45,1973,0.001
Italy,50,1973,0
Italy,10,1974,0
Italy,15,1974,0.032
Italy,20,1974,0.132
Italy,25,1974,0.147
Italy,30,1974,0.087
Italy,35,1974,0.044
Italy,40,1974,0.013
Italy,45,1974,0.001
Italy,50,1974,0
Italy,10,1975,0
Italy,15,1975,0.031
Italy,20,1975,0.127
Italy,25,1975,0.139
Italy,30,1975,0.082
Italy,35,1975,0.04
Italy,40,1975,0.012
Italy,45,1975,0.001
Italy,50,1975,0
Italy,10,1976,0
Italy,15,1976,0.03
Italy,20,1976,0.121
Italy,25,1976,0.13
Italy,30,1976,0.078
Italy,35,1976,0.036
Italy,40,1976,0.011
Italy,45,1976,0.001
Italy,50,1976,0
Italy,10,1977,0
Italy,15,1977,0.026
Italy,20,1977,0.117
Italy,25,1977,0.124
Italy,30,1977,0.076
Italy,35,1977,0.033
Italy,40,1977,0.009
Italy,45,1977,0.001
Italy,50,1977,0
Italy,10,1978,0
Italy,15,1978,0.025
Italy,20,1978,0.111
Italy,25,1978,0.119
Italy,30,1978,0.073
Italy,35,1978,0.03
Italy,40,1978,0.008
Italy,45,1978,0.001
Italy,50,1978,0
Italy,10,1979,0
Italy,15,1979,0.022
Italy,20,1979,0.104
Italy,25,1979,0.115
Italy,30,1979,0.069
Italy,35,1979,0.027
Italy,40,1979,0.007
Italy,45,1979,0.001
Italy,50,1979,0
Italy,10,1980,0
Italy,15,1980,0.02
Italy,20,1980,0.098
Italy,25,1980,0.111
Italy,30,1980,0.065
Italy,35,1980,0.026
Italy,40,1980,0.006
Italy,45,1980,0
Italy,50,1980,0
Italy,10,1981,0
Italy,15,1981,0.018
Italy,20,1981,0.092
Italy,25,1981,0.109
Italy,30,1981,0.064
Italy,35,1981,0.026
Italy,40,1981,0.006
Italy,45,1981,0
Italy,50,1981,0
Italy,10,1982,0
Italy,15,1982,0.017
Italy,20,1982,0.09
Italy,25,1982,0.108
Italy,30,1982,0.064
Italy,35,1982,0.026
Italy,40,1982,0.005
Italy,45,1982,0
Italy,50,1982,0
Italy,10,1983,0
Italy,15,1983,0.016
Italy,20,1983,0.084
Italy,25,1983,0.105
Italy,30,1983,0.064
Italy,35,1983,0.026
Italy,40,1983,0.005
Italy,45,1983,0
Italy,50,1983,0
Italy,10,1984,0
Italy,15,1984,0.014
Italy,20,1984,0.078
Italy,25,1984,0.103
Italy,30,1984,0.064
Italy,35,1984,0.026
Italy,40,1984,0.005
Italy,45,1984,0
Italy,50,1984,0
Italy,10,1985,0
Italy,15,1985,0.013
Italy,20,1985,0.073
Italy,25,1985,0.102
Italy,30,1985,0.065
Italy,35,1985,0.025
Italy,40,1985,0.005
Italy,45,1985,0
Italy,50,1985,0
Italy,10,1986,0
Italy,15,1986,0.011
Italy,20,1986,0.067
Italy,25,1986,0.098
Italy,30,1986,0.065
Italy,35,1986,0.024
Italy,40,1986,0.005
Italy,45,1986,0
Italy,50,1986,0
Italy,10,1987,0
Italy,15,1987,0.01
Italy,20,1987,0.063
Italy,25,1987,0.097
Italy,30,1987,0.066
Italy,35,1987,0.025
Italy,40,1987,0.005
Italy,45,1987,0
Italy,50,1987,0
Italy,10,1988,0
Italy,15,1988,0.01
Italy,20,1988,0.061
Italy,25,1988,0.099
Italy,30,1988,0.069
Italy,35,1988,0.027
Italy,40,1988,0.006
Italy,45,1988,0
Italy,50,1988,0
Italy,10,1989,0
Italy,15,1989,0.01
Italy,20,1989,0.057
Italy,25,1989,0.097
Italy,30,1989,0.07
Italy,35,1989,0.028
Italy,40,1989,0.005
Italy,45,1989,0
Italy,50,1989,0
Italy,10,1990,0
Italy,15,1990,0.009
Italy,20,1990,0.055
Italy,25,1990,0.096
Italy,30,1990,0.073
Italy,35,1990,0.029
Italy,40,1990,0.005
Italy,45,1990,0
Italy,50,1990,0
Italy,10,1991,0
Italy,15,1991,0.009
Italy,20,1991,0.051
Italy,25,1991,0.093
Italy,30,1991,0.073
Italy,35,1991,0.03
Italy,40,1991,0.005
Italy,45,1991,0
Italy,50,1991,0
Italy,10,1992,0
Italy,15,1992,0.008
Italy,20,1992,0.048
Italy,25,1992,0.092
Italy,30,1992,0.075
Italy,35,1992,0.031
Italy,40,1992,0.005
Italy,45,1992,0
Italy,50,1992,0
Italy,10,1993,0
Italy,15,1993,0.008
Italy,20,1993,0.044
Italy,25,1993,0.088
Italy,30,1993,0.074
Italy,35,1993,0.031
Italy,40,1993,0.005
Italy,45,1993,0
Italy,50,1993,0
Italy,10,1994,0
Italy,15,1994,0.008
Italy,20,1994,0.041
Italy,25,1994,0.085
Italy,30,1994,0.074
Italy,35,1994,0.031
Italy,40,1994,0.006
Italy,45,1994,0
Italy,50,1994,0
Italy,10,1995,0
Italy,15,1995,0.007
Italy,20,1995,0.037
Italy,25,1995,0.081
Italy,30,1995,0.076
Italy,35,1995,0.033
Italy,40,1995,0.006
Italy,45,1995,0
Italy,50,1995,0
Italy,10,1996,0
Italy,15,1996,0.007
Italy,20,1996,0.035
Italy,25,1996,0.08
Italy,30,1996,0.078
Italy,35,1996,0.034
Italy,40,1996,0.006
Italy,45,1996,0
Italy,50,1996,0
Italy,10,1997,0
Italy,15,1997,0.006
Italy,20,1997,0.034
Italy,25,1997,0.079
Italy,30,1997,0.08
Italy,35,1997,0.037
Italy,40,1997,0.007
Italy,45,1997,0
Italy,50,1997,0
Italy,10,1998,0
Italy,15,1998,0.006
Italy,20,1998,0.034
Italy,25,1998,0.078
Italy,30,1998,0.08
Italy,35,1998,0.038
Italy,40,1998,0.007
Italy,45,1998,0
Italy,50,1998,0
Italy,10,1999,0
Italy,15,1999,0.007
Italy,20,1999,0.034
Italy,25,1999,0.077
Italy,30,1999,0.082
Italy,35,1999,0.04
Italy,40,1999,0.008
Italy,45,1999,0
Italy,50,1999,0
Italy,10,2000,0
Italy,15,2000,0.007
Italy,20,2000,0.035
Italy,25,2000,0.076
Italy,30,2000,0.084
Italy,35,2000,0.042
Italy,40,2000,0.008
Italy,45,2000,0
Italy,50,2000,0
Italy,10,2001,0
Italy,15,2001,0.007
Italy,20,2001,0.034
Italy,25,2001,0.074
Italy,30,2001,0.084
Italy,35,2001,0.043
Italy,40,2001,0.009
Italy,45,2001,0
Italy,50,2001,0
Italy,10,2002,0
Italy,15,2002,0.007
Italy,20,2002,0.034
Italy,25,2002,0.074
Italy,30,2002,0.086
Italy,35,2002,0.045
Italy,40,2002,0.009
Italy,45,2002,0
Italy,50,2002,0
Italy,10,2003,0
Italy,15,2003,0.007
Italy,20,2003,0.033
Italy,25,2003,0.074
Italy,30,2003,0.088
Italy,35,2003,0.047
Italy,40,2003,0.01
Italy,45,2003,0
Italy,50,2003,0
Italy,10,2004,0
Italy,15,2004,0.007
Italy,20,2004,0.034
Italy,25,2004,0.076
Italy,30,2004,0.091
Italy,35,2004,0.05
Italy,40,2004,0.011
Italy,45,2004,0
Italy,50,2004,0
Italy,10,2005,0
Italy,15,2005,0.007
Italy,20,2005,0.034
Italy,25,2005,0.075
Italy,30,2005,0.091
Italy,35,2005,0.051
Italy,40,2005,0.011
Italy,45,2005,0
Italy,50,2005,0
Italy,10,2006,0
Italy,15,2006,0.007
Italy,20,2006,0.035
Italy,25,2006,0.075
Italy,30,2006,0.092
Italy,35,2006,0.054
Italy,40,2006,0.012
Italy,45,2006,0
Italy,50,2006,0
Italy,10,2007,0
Italy,15,2007,0.007
Italy,20,2007,0.036
Italy,25,2007,0.076
Italy,30,2007,0.094
Italy,35,2007,0.056
Italy,40,2007,0.013
Italy,45,2007,0
Italy,50,2007,0
Italy,10,2008,0
Italy,15,2008,0.007
Italy,20,2008,0.037
Italy,25,2008,0.077
Italy,30,2008,0.096
Italy,35,2008,0.059
Italy,40,2008,0.013
Italy,45,2008,0.001
Italy,50,2008,0
Italy,10,2009,0
Italy,15,2009,0.007
Italy,20,2009,0.036
Italy,25,2009,0.077
Italy,30,2009,0.096
Italy,35,2009,0.06
Italy,40,2009,0.014
Italy,45,2009,0.001
Italy,50,2009,0
Italy,10,2010,0
Italy,15,2010,0.007
Italy,20,2010,0.035
Italy,25,2010,0.076
Italy,30,2010,0.096
Italy,35,2010,0.061
Italy,40,2010,0.014
Italy,45,2010,0.001
Italy,50,2010,0
Italy,10,2011,0
Italy,15,2011,0.007
Italy,20,2011,0.034
Italy,25,2011,0.074
Italy,30,2011,0.096
Italy,35,2011,0.061
Italy,40,2011,0.015
Italy,45,2011,0.001
Italy,50,2011,0
Italy,10,2012,0
Italy,15,2012,0.007
Italy,20,2012,0.033
Italy,25,2012,0.074
Italy,30,2012,0.095
Italy,35,2012,0.06
Italy,40,2012,0.015
Italy,45,2012,0.001
Italy,50,2012,0
Italy,10,2013,0
Italy,15,2013,0.006
Italy,20,2013,0.032
Italy,25,2013,0.071
Italy,30,2013,0.093
Italy,35,2013,0.059
Italy,40,2013,0.015
Italy,45,2013,0.001
Italy,50,2013,0
Italy,10,2014,0
Italy,15,2014,0.006
Italy,20,2014,0.031
Italy,25,2014,0.07
Italy,30,2014,0.092
Italy,35,2014,0.058
Italy,40,2014,0.015
Italy,45,2014,0.001
Italy,50,2014,0
Italy,10,2015,0
Italy,15,2015,0.005
Italy,20,2015,0.029
Italy,25,2015,0.068
Italy,30,2015,0.092
Italy,35,2015,0.058
Italy,40,2015,0.016
Italy,45,2015,0.001
Italy,50,2015,0
Italy,10,2016,0
Italy,15,2016,0.005
Italy,20,2016,0.028
Italy,25,2016,0.066
Italy,30,2016,0.092
Italy,35,2016,0.059
Italy,40,2016,0.016
Italy,45,2016,0.001
Italy,50,2016,0
Italy,10,2017,0
Italy,15,2017,0.004
Italy,20,2017,0.027
Italy,25,2017,0.065
Italy,30,2017,0.09
Italy,35,2017,0.059
Italy,40,2017,0.016
Italy,45,2017,0.001
Italy,50,2017,0
Italy,10,2018,0
Italy,15,2018,0.004
Italy,20,2018,0.025
Italy,25,2018,0.063
Italy,30,2018,0.089
Italy,35,2018,0.059
Italy,40,2018,0.016
Italy,45,2018,0.001
Italy,50,2018,0
Italy,10,2019,0
Italy,15,2019,0.004
Italy,20,2019,0.024
Italy,25,2019,0.061
Italy,30,2019,0.088
Italy,35,2019,0.059
Italy,40,2019,0.015
Italy,45,2019,0.001
Italy,50,2019,0
Italy,10,2020,0
Italy,15,2020,0.004
Italy,20,2020,0.024
Italy,25,2020,0.062
Italy,30,2020,0.087
Italy,35,2020,0.059
Italy,40,2020,0.015
Italy,45,2020,0.001
Italy,50,2020,0
Italy,10,2021,0
Italy,15,2021,0.004
Italy,20,2021,0.025
Italy,25,2021,0.063
Italy,30,2021,0.089
Italy,35,2021,0.059
Italy,40,2021,0.015
Italy,45,2021,0.001
Italy,50,2021,0
Italy,10,2022,0
Italy,15,2022,0.004
Italy,20,2022,0.024
Italy,25,2022,0.063
Italy,30,2022,0.089
Italy,35,2022,0.06
Italy,40,2022,0.016
Italy,45,2022,0.001
Italy,50,2022,0
Italy,10,2023,0
Italy,15,2023,0.004
Italy,20,2023,0.024
Italy,25,2023,0.062
Italy,30,2023,0.09
Italy,35,2023,0.061
Italy,40,2023,0.017
Italy,45,2023,0.001
Italy,50,2023,0
Italy,10,2024,0
Italy,15,2024,0.004
Italy,20,2024,0.024
Italy,25,2024,0.062
Italy,30,2024,0.091
Italy,35,2024,0.062
Italy,40,2024,0.017
Italy,45,2024,0.002
Italy,50,2024,0
Italy,10,2025,0
Italy,15,2025,0.004
Italy,20,2025,0.023
Italy,25,2025,0.062
Italy,30,2025,0.091
Italy,35,2025,0.063
Italy,40,2025,0.017
Italy,45,2025,0.002
Italy,50,2025,0
Italy,10,2026,0
Italy,15,2026,0.004
Italy,20,2026,0.023
Italy,25,2026,0.062
Italy,30,2026,0.092
Italy,35,2026,0.064
Italy,40,2026,0.018
Italy,45,2026,0.002
Italy,50,2026,0
Italy,10,2027,0
Italy,15,2027,0.004
Italy,20,2027,0.023
Italy,25,2027,0.062
Italy,30,2027,0.093
Italy,35,2027,0.065
Italy,40,2027,0.018
Italy,45,2027,0.002
Italy,50,2027,0
Italy,10,2028,0
Italy,15,2028,0.003
Italy,20,2028,0.023
Italy,25,2028,0.062
Italy,30,2028,0.093
Italy,35,2028,0.065
Italy,40,2028,0.019
Italy,45,2028,0.002
Italy,50,2028,0
Italy,10,2029,0
Italy,15,2029,0.003
Italy,20,2029,0.022
Italy,25,2029,0.062
Italy,30,2029,0.093
Italy,35,2029,0.066
Italy,40,2029,0.019
Italy,45,2029,0.002
Italy,50,2029,0
Italy,10,2030,0
Italy,15,2030,0.003
Italy,20,2030,0.022
Italy,25,2030,0.062
Italy,30,2030,0.094
Italy,35,2030,0.067
Italy,40,2030,0.02
Italy,45,2030,0.002
Italy,50,2030,0
Italy,10,2031,0
Italy,15,2031,0.003
Italy,20,2031,0.022
Italy,25,2031,0.062
Italy,30,2031,0.094
Italy,35,2031,0.068
Italy,40,2031,0.02
Italy,45,2031,0.003
Italy,50,2031,0
Italy,10,2032,0
Italy,15,2032,0.003
Italy,20,2032,0.022
Italy,25,2032,0.062
Italy,30,2032,0.095
Italy,35,2032,0.069
Italy,40,2032,0.021
Italy,45,2032,0.003
Italy,50,2032,0
Italy,10,2033,0
Italy,15,2033,0.003
Italy,20,2033,0.022
Italy,25,2033,0.062
Italy,30,2033,0.095
Italy,35,2033,0.069
Italy,40,2033,0.021
Italy,45,2033,0.003
Italy,50,2033,0
Italy,10,2034,0
Italy,15,2034,0.003
Italy,20,2034,0.022
Italy,25,2034,0.061
Italy,30,2034,0.096
Italy,35,2034,0.07
Italy,40,2034,0.021
Italy,45,2034,0.003
Italy,50,2034,0
Italy,10,2035,0
Italy,15,2035,0.003
Italy,20,2035,0.021
Italy,25,2035,0.061
Italy,30,2035,0.096
Italy,35,2035,0.07
Italy,40,2035,0.022
Italy,45,2035,0.003
Italy,50,2035,0
Italy,10,2036,0
Italy,15,2036,0.003
Italy,20,2036,0.021
Italy,25,2036,0.061
Italy,30,2036,0.096
Italy,35,2036,0.071
Italy,40,2036,0.022
Italy,45,2036,0.003
Italy,50,2036,0
Italy,10,2037,0
Italy,15,2037,0.003
Italy,20,2037,0.021
Italy,25,2037,0.061
Italy,30,2037,0.096
Italy,35,2037,0.071
Italy,40,2037,0.022
Italy,45,2037,0.003
Italy,50,2037,0
Italy,10,2038,0
Italy,15,2038,0.003
Italy,20,2038,0.021
Italy,25,2038,0.061
Italy,30,2038,0.097
Italy,35,2038,0.072
Italy,40,2038,0.023
Italy,45,2038,0.004
Italy,50,2038,0
Italy,10,2039,0
Italy,15,2039,0.003
Italy,20,2039,0.021
Italy,25,2039,0.061
Italy,30,2039,0.096
Italy,35,2039,0.072
Italy,40,2039,0.023
Italy,45,2039,0.004
Italy,50,2039,0
Italy,10,2040,0
Italy,15,2040,0.003
Italy,20,2040,0.021
Italy,25,2040,0.061
Italy,30,2040,0.097
Italy,35,2040,0.073
Italy,40,2040,0.023
Italy,45,2040,0.004
Italy,50,2040,0
Italy,10,2041,0
Italy,15,2041,0.003
Italy,20,2041,0.02
Italy,25,2041,0.061
Italy,30,2041,0.097
Italy,35,2041,0.073
Italy,40,2041,0.024
Italy,45,2041,0.004
Italy,50,2041,0
Italy,10,2042,0
Italy,15,2042,0.003
Italy,20,2042,0.02
Italy,25,2042,0.061
Italy,30,2042,0.097
Italy,35,2042,0.073
Italy,40,2042,0.024
Italy,45,2042,0.004
Italy,50,2042,0
Italy,10,2043,0
Italy,15,2043,0.003
Italy,20,2043,0.02
Italy,25,2043,0.061
Italy,30,2043,0.098
Italy,35,2043,0.074
Italy,40,2043,0.024
Italy,45,2043,0.004
Italy,50,2043,0
Italy,10,2044,0
Italy,15,2044,0.003
Italy,20,2044,0.02
